fid,PCD,PCD_Source,X_BNG,Y_BNG,X_IG,Y_IG,X_Latitude,Y_Longitud,Total_Pers,Females,Males,Occupied_H,LSOA_DZ_Co,LSOA_DZ_Na,OA_SA_Code,OAC_Superg,OAC_Supe_1,OAC_Group_,OAC_Goup_N,OAC_Subgro,OAC_Subg_1,WIMD_2014_,EIMD_2015_,EIMD_201_1,EIMD_201_2,SIMD_2016_,NIMDM_2017,LSOA_DZ_To,LSOA_DZ__1,OA_SA_Town,OA_SA_To_1,field_32,field_33,field_34,utd-pop,icon_url
4,BR5 2QN,ONS,546664,169838,0,0,0.107365600000000,51.408610000000003,68,42,26,27,E01000729,Bromley 014A,E00003575,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,2.224088081000000,4.000000000000000,,,,"74",./4.png
5,BR5 2QW,ONS,546529,169826,0,0,0.105421000000000,51.408540000000002,42,24,18,20,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"46",./1.png
7,BR5 3DG,ONS,546874,169973,0,0,0.110438700000000,51.409759999999999,63,35,28,30,E01000735,Bromley 014C,E00003547,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"32","7132",3,,,1.977078216000000,4.000000000000000,0.253608431000000,3.000000000000000,,,,"69",./4.png
8,BR5 3DH,ONS,546733,169946,0,0,0.108401600000000,51.409559999999999,8,3,5,6,E01000735,Bromley 014C,E00003547,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"32","7132",3,,,1.977078216000000,4.000000000000000,0.253608431000000,3.000000000000000,,,,"9",./0.png
9,BR5 3DJ,ONS,546694,170177,0,0,0.107936800000000,51.411639999999998,90,49,41,33,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"98",./3.png
10,BR5 3DL,ONS,546653,170410,0,0,0.107443900000000,51.413750000000000,15,8,7,6,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"16",./0.png
11,BR5 3DN,ONS,546656,170002,0,0,0.107318400000000,51.410080000000001,38,19,19,18,E01000735,Bromley 014C,E00003547,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"32","7132",3,,,1.977078216000000,4.000000000000000,0.253608431000000,3.000000000000000,,,,"42",./1.png
12,BR5 3DP,ONS,546735,170379,0,0,0.108609400000000,51.413449999999997,17,8,9,6,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"19",./0.png
13,BR5 3DQ,ONS,546884,170027,0,0,0.110604700000000,51.410249999999998,79,39,40,28,E01000735,Bromley 014C,E00003547,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"32","7132",3,,,1.977078216000000,4.000000000000000,0.253608431000000,3.000000000000000,,,,"86",./3.png
14,BR5 3DR,ONS,546568,170304,0,0,0.106178800000000,51.412820000000004,55,34,21,24,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"60",./4.png
15,BR5 3DS,ONS,546490,170230,0,0,0.105027400000000,51.412170000000003,104,54,50,37,E01000735,Bromley 014C,E00003573,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.776274206000000,4.000000000000000,,,,"114",./3.png
16,BR5 3DT,ONS,546495,170308,0,0,0.105131500000000,51.412869999999998,89,43,46,30,E01000735,Bromley 014C,E00003572,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.448008862000000,4.000000000000000,,,,"97",./3.png
18,BR5 3DW,ONS,546655,170051,0,0,0.107324300000000,51.410519999999998,54,27,27,19,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"59",./4.png
20,BR5 3DY,ONS,546498,170431,0,0,0.105225400000000,51.413980000000002,79,44,35,28,E01000735,Bromley 014C,E00003572,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.448008862000000,4.000000000000000,,,,"86",./3.png
21,BR5 3DZ,ONS,546592,170379,0,0,0.106554600000000,51.413490000000003,25,13,12,8,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"27",./0.png
22,BR5 3EA,ONS,546572,170172,0,0,0.106181700000000,51.411630000000002,85,45,40,34,E01000735,Bromley 014C,E00003573,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.776274206000000,4.000000000000000,,,,"93",./3.png
23,BR5 3EB,ONS,546636,170204,0,0,0.107114500000000,51.411900000000003,66,36,30,26,E01000735,Bromley 014C,E00003573,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.776274206000000,4.000000000000000,,,,"72",./4.png
24,BR5 3ED,ONS,546573,170424,0,0,0.106300200000000,51.413890000000002,17,10,7,6,E01000735,Bromley 014C,E00003572,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.448008862000000,4.000000000000000,,,,"19",./0.png
25,BR5 3EE,ONS,546482,170127,0,0,0.104870000000000,51.411250000000003,50,33,17,23,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"55",./1.png
26,BR5 3EF,ONS,546637,169976,0,0,0.107034700000000,51.409849999999999,60,27,33,20,E01000735,Bromley 014C,E00003547,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"32","7132",3,,,1.977078216000000,4.000000000000000,0.253608431000000,3.000000000000000,,,,"66",./4.png
27,BR5 3EG,ONS,546460,170094,0,0,0.104540300000000,51.410960000000003,48,27,21,15,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"53",./1.png
28,BR5 3EQ,ONS,546587,169976,0,0,0.106316300000000,51.409869999999998,68,39,29,22,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"74",./4.png
29,BR5 3EZ,ONS,546548,170124,0,0,0.105817100000000,51.411209999999997,32,17,15,18,E01000735,Bromley 014C,E00003573,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.776274206000000,4.000000000000000,,,,"35",./1.png
30,BR5 3GB,ONS,546493,170157,0,0,0.105040400000000,51.411520000000003,20,12,8,6,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"22",./0.png
31,BR5 3HU,ONS,546432,170180,0,0,0.104173400000000,51.411740000000002,11,6,5,7,E01000735,Bromley 014C,E00003573,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.776274206000000,4.000000000000000,,,,"12",./0.png
33,BR5 3JD,ONS,547037,170175,0,0,0.112864400000000,51.411540000000002,20,11,9,4,E01000735,Bromley 014C,E00003571,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.084844348000000,4.000000000000000,,,,"22",./0.png
34,BR5 3JE,ONS,547056,169933,0,0,0.113037100000000,51.409360000000000,18,9,9,8,E01000738,Bromley 014D,E00003574,"5",Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement,,"20","13858",5,,,-0.761817545000000,3.000000000000000,0.119834179000000,3.000000000000000,,,,"20",./0.png
8720,BR5 2EA,ONS,546465,169797,0,0,0.104489500000000,51.408290000000001,22,13,9,8,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"24",./0.png
8845,BR5 2QS,ONS,546495,169726,0,0,0.104891300000000,51.407640000000001,15,4,11,12,E01000729,Bromley 014A,E00003581,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,4.511937788000000,5.000000000000000,,,,"16",./0.png
8900,BR5 3AD,ONS,546929,169820,0,0,0.111165600000000,51.408369999999998,29,15,14,13,E01000738,Bromley 014D,E00003574,"5",Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement,,"20","13858",5,,,-0.761817545000000,3.000000000000000,0.119834179000000,3.000000000000000,,,,"32",./1.png
8920,BR5 3BF,ONS,546842,169807,0,0,0.109910200000000,51.408279999999998,29,18,11,24,E01000738,Bromley 014D,E00003574,"5",Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement,,"20","13858",5,,,-0.761817545000000,3.000000000000000,0.119834179000000,3.000000000000000,,,,"32",./1.png
8921,BR5 3BG,ONS,546618,169797,0,0,0.106687800000000,51.408250000000002,91,52,39,38,E01000729,Bromley 014A,E00003575,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,2.224088081000000,4.000000000000000,,,,"100",./3.png
8922,BR5 3BH,ONS,546795,169754,0,0,0.109213000000000,51.407820000000001,61,31,30,27,E01000738,Bromley 014D,E00003574,"5",Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement,,"20","13858",5,,,-0.761817545000000,3.000000000000000,0.119834179000000,3.000000000000000,,,,"67",./4.png
8926,BR5 3BQ,ONS,546704,169729,0,0,0.107895300000000,51.407620000000001,31,17,14,13,E01000729,Bromley 014A,E00003575,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,2.224088081000000,4.000000000000000,,,,"34",./1.png
8957,BR5 3GL,ONS,546682,169687,0,0,0.107561800000000,51.407249999999998,18,11,7,6,E01000729,Bromley 014A,E00003549,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,2.316930084000000,4.000000000000000,,,,"20",./0.png
8959,BR5 3GP,ONS,546734,169693,0,0,0.108311400000000,51.407280000000000,13,8,5,6,E01000729,Bromley 014A,E00003549,"7",Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship,,"41","3934",2,,,5.118621232000000,5.000000000000000,2.316930084000000,4.000000000000000,,,,"14",./0.png
8725,BR5 2EG,ONS,546581,168045,0,0,0.105433000000000,51.392519999999998,38,23,15,17,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"42",./1.png
8726,BR5 2EH,ONS,546683,168038,0,0,0.106895100000000,51.392429999999997,98,46,52,35,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"107",./3.png
8727,BR5 2EJ,ONS,546706,168150,0,0,0.107271700000000,51.393430000000002,42,23,19,16,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"46",./1.png
8729,BR5 2EN,ONS,546495,168092,0,0,0.104217200000000,51.392960000000002,40,17,23,16,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"44",./1.png
8730,BR5 2EP,ONS,546468,168012,0,0,0.103796500000000,51.392249999999997,76,33,43,29,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"83",./4.png
8732,BR5 2ER,ONS,546501,168163,0,0,0.104332700000000,51.393599999999999,61,33,28,25,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"67",./4.png
8733,BR5 2ES,ONS,546330,168190,0,0,0.101887700000000,51.393880000000003,71,39,32,26,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"78",./4.png
8735,BR5 2EW,ONS,546482,168061,0,0,0.104017700000000,51.392679999999999,49,21,28,16,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"54",./1.png
8736,BR5 2EX,ONS,546380,168100,0,0,0.102568800000000,51.393059999999998,72,41,31,31,E01000733,Bromley 023E,E00003563,"8",Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers,,"22","12449",4,,,0.621133596000000,4.000000000000000,1.133327178000000,4.000000000000000,,,,"79",./4.png
8738,BR5 2EZ,ONS,546586,168002,0,0,0.105487100000000,51.392130000000002,53,23,30,26,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"58",./4.png
8742,BR5 2HA,ONS,546723,168437,0,0,0.107634400000000,51.396000000000001,21,10,11,4,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"23",./0.png
8746,BR5 2HG,ONS,546570,168159,0,0,0.105322100000000,51.393540000000002,6,4,2,4,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"7",./0.png
8747,BR5 2HH,ONS,546521,168242,0,0,0.104652500000000,51.394300000000001,45,22,23,21,E01000733,Bromley 023E,E00003562,"8",Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions,,"22","12449",4,,,0.621133596000000,4.000000000000000,-0.741631866000000,3.000000000000000,,,,"49",./1.png
8755,BR5 2HT,ONS,546657,168411,0,0,0.106675700000000,51.395789999999998,21,14,7,7,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"23",./0.png
8777,BR5 2JX,ONS,546743,168759,0,0,0.108054700000000,51.398890000000002,46,28,18,24,E01000739,Bromley 014E,E00003593,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3547",2,,,3.853721969000000,5.000000000000000,2.314387412000000,4.000000000000000,,,,"50",./1.png
8778,BR5 2JY,ONS,546646,168760,0,0,0.106661800000000,51.398930000000000,59,33,26,24,E01000739,Bromley 014E,E00003593,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3547",2,,,3.853721969000000,5.000000000000000,2.314387412000000,4.000000000000000,,,,"65",./4.png
8779,BR5 2JZ,ONS,546711,168728,0,0,0.107582300000000,51.398620000000001,60,36,24,30,E01000739,Bromley 014E,E00003593,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3547",2,,,3.853721969000000,5.000000000000000,2.314387412000000,4.000000000000000,,,,"66",./4.png
8783,BR5 2LE,ONS,546713,168604,0,0,0.107559800000000,51.397509999999997,45,24,21,24,E01000730,Bromley 014B,E00003595,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3654",2,,,4.360518036000000,5.000000000000000,3.505324750000000,5.000000000000000,,,,"49",./1.png
8786,BR5 2LJ,ONS,546714,168405,0,0,0.107491900000000,51.395719999999997,2,1,1,1,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"2",./0.png
8787,BR5 2LL,ONS,546714,168413,0,0,0.107495200000000,51.395789999999998,34,15,19,14,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"37",./1.png
8788,BR5 2LN,ONS,546707,168540,0,0,0.107447200000000,51.396929999999998,27,8,19,21,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"30",./0.png
8789,BR5 2LP,ONS,546659,168529,0,0,0.106753100000000,51.396850000000001,40,20,20,14,E01000730,Bromley 014B,E00003554,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3654",2,,,4.360518036000000,5.000000000000000,1.696314174000000,4.000000000000000,,,,"44",./1.png
8794,BR5 2LU,ONS,546312,168733,0,0,0.101852800000000,51.398769999999999,87,40,47,33,E01000730,Bromley 014B,E00003554,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3654",2,,,4.360518036000000,5.000000000000000,1.696314174000000,4.000000000000000,,,,"95",./3.png
8795,BR5 2LW,ONS,546660,168459,0,0,0.106738600000000,51.396220000000000,14,3,11,12,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"15",./0.png
8796,BR5 2LX,ONS,546278,168672,0,0,0.101339300000000,51.398229999999998,67,35,32,28,E01000731,Bromley 023C,E00003596,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"25","10361",4,,,1.174735159000000,4.000000000000000,1.556305746000000,4.000000000000000,,,,"73",./4.png
8799,BR5 2NA,ONS,546358,168657,0,0,0.102482300000000,51.398069999999997,35,16,19,16,E01000731,Bromley 023C,E00003596,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"25","10361",4,,,1.174735159000000,4.000000000000000,1.556305746000000,4.000000000000000,,,,"38",./1.png
8801,BR5 2NE,ONS,546534,168568,0,0,0.104973700000000,51.397230000000000,67,38,29,25,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"73",./4.png
8802,BR5 2NF,ONS,546579,168469,0,0,0.105579300000000,51.396329999999999,59,32,27,28,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"65",./4.png
8803,BR5 2NG,ONS,546532,168607,0,0,0.104961100000000,51.397579999999998,96,56,40,34,E01000730,Bromley 014B,E00003554,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3654",2,,,4.360518036000000,5.000000000000000,1.696314174000000,4.000000000000000,,,,"105",./3.png
8804,BR5 2NH,ONS,546314,168615,0,0,0.101833000000000,51.397709999999996,84,48,36,38,E01000731,Bromley 023C,E00003596,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"25","10361",4,,,1.174735159000000,4.000000000000000,1.556305746000000,4.000000000000000,,,,"92",./3.png
8805,BR5 2NJ,ONS,546453,168352,0,0,0.103721200000000,51.395310000000002,80,50,30,22,E01000730,Bromley 014B,E00003557,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,4.260445189000001,5.000000000000000,,,,"88",./3.png
8806,BR5 2NL,ONS,546435,168382,0,0,0.103475000000000,51.395580000000002,54,31,23,24,E01000730,Bromley 014B,E00003557,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,4.260445189000001,5.000000000000000,,,,"59",./4.png
8816,BR5 2NY,ONS,546314,168420,0,0,0.101752700000000,51.395949999999999,67,40,27,26,E01000730,Bromley 014B,E00003557,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,4.260445189000001,5.000000000000000,,,,"73",./4.png
8823,BR5 2PG,ONS,546559,168434,0,0,0.105277500000000,51.396020000000000,95,48,47,37,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"104",./3.png
8825,BR5 2PJ,ONS,546807,168494,0,0,0.108864600000000,51.396490000000000,83,54,29,32,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"91",./3.png
8829,BR5 2PQ,ONS,546552,168396,0,0,0.105161300000000,51.395679999999999,69,34,35,25,E01000730,Bromley 014B,E00003555,"4",Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,2.799329143000000,4.000000000000000,,,,"75",./4.png
8830,BR5 2PR,ONS,546768,168427,0,0,0.108276700000000,51.395899999999997,78,46,32,24,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"85",./3.png
8834,BR5 2PX,ONS,546812,168399,0,0,0.108897100000000,51.395640000000000,94,57,37,32,E01000730,Bromley 014B,E00003598,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3654",2,,,4.360518036000000,5.000000000000000,5.845238367000000,5.000000000000000,,,,"103",./3.png
8912,BR5 3AT,ONS,546732,168868,0,0,0.107941800000000,51.399870000000000,24,15,9,7,E01000739,Bromley 014E,E00003594,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3547",2,,,3.853721969000000,5.000000000000000,4.809716179000000,5.000000000000000,,,,"26",./0.png
8913,BR5 3AU,ONS,546690,168880,0,0,0.107343400000000,51.399990000000003,17,12,5,12,E01000739,Bromley 014E,E00003552,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"43","3547",2,,,3.853721969000000,5.000000000000000,2.786677412000000,4.000000000000000,,,,"19",./0.png
8915,BR5 3AX,ONS,546807,168830,0,0,0.109003400000000,51.399509999999999,68,37,31,24,E01000739,Bromley 014E,E00003594,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"43","3547",2,,,3.853721969000000,5.000000000000000,4.809716179000000,5.000000000000000,,,,"74",./4.png
9050,BR5 3SD,ONS,546721,168249,0,0,0.107528100000000,51.394309999999997,31,18,13,14,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"34",./1.png
9056,BR5 3SN,ONS,546640,168208,0,0,0.106347700000000,51.393970000000003,68,37,31,29,E01000722,Bromley 023A,E00003510,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"22","12145",4,,,0.068777355000000,3.000000000000000,-2.235669919000000,2.000000000000000,,,,"74",./4.png
8682,BR5 2AY,ONS,546652,167091,0,0,0.106059100000000,51.383929999999999,88,47,41,30,E01000727,Bromley 028A,E00003531,"5",Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats,,"16","17215",6,,,-0.330538845000000,3.000000000000000,1.854642311000000,4.000000000000000,,,,"96",./3.png
8683,BR5 2AZ,ONS,546673,166972,0,0,0.106311600000000,51.382849999999998,32,19,13,16,E01000727,Bromley 028A,E00003531,"5",Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats,,"16","17215",6,,,-0.330538845000000,3.000000000000000,1.854642311000000,4.000000000000000,,,,"35",./1.png
8684,BR5 2BA,ONS,546596,166988,0,0,0.105212500000000,51.383009999999999,38,19,19,17,E01000727,Bromley 028A,E00003498,"5",Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats,,"16","17215",6,,,-0.330538845000000,3.000000000000000,-0.643069443000000,3.000000000000000,,,,"42",./1.png
8685,BR5 2BB,ONS,546531,166985,0,0,0.104277900000000,51.383000000000003,26,14,12,11,E01000727,Bromley 028A,E00003498,"5",Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats,,"16","17215",6,,,-0.330538845000000,3.000000000000000,-0.643069443000000,3.000000000000000,,,,"28",./0.png
