fid,PCD,PCD_Source,X_BNG,Y_BNG,X_IG,Y_IG,X_Latitude,Y_Longitud,Total_Pers,Females,Males,Occupied_H,LSOA_DZ_Co,LSOA_DZ_Na,OA_SA_Code,OAC_Superg,OAC_Supe_1,OAC_Group_,OAC_Goup_N,OAC_Subgro,OAC_Subg_1,WIMD_2014_,EIMD_2015_,EIMD_201_1,EIMD_201_2,SIMD_2016_,NIMDM_2017,LSOA_DZ_To,LSOA_DZ__1,OA_SA_Town,OA_SA_To_1,field_32,field_33,field_34,utd-pop,icon_url
36,BR7 5PE,ONS,544458,169990,0,0,0.075731860000000,51.410539999999997,24,16,8,19,E01000693,Bromley 010A,E00003330,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.291038161000000,2.000000000000000,,,,"26",./0.png
37,BR7 5PF,ONS,544502,169896,0,0,0.076325810000000,51.409680000000002,31,13,18,10,E01000693,Bromley 010A,E00003330,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.291038161000000,2.000000000000000,,,,"34",./1.png
38,BR7 5PG,ONS,544387,170083,0,0,0.074749520000000,51.411389999999997,45,22,23,19,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"49",./1.png
41,BR7 5PZ,ONS,544408,169804,0,0,0.074937760000000,51.408880000000003,5,2,3,2,E01000696,Bromley 007E,E00003376,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-4.032140595000002,1.000000000000000,,,,"5",./0.png
53,BR7 6LD,ONS,544404,171085,0,0,0.075401580000000,51.420389999999998,39,18,21,13,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"43",./1.png
54,BR7 6LE,ONS,544541,170230,0,0,0.077022190000000,51.412669999999999,48,24,24,15,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"53",./1.png
55,BR7 6LF,ONS,544490,170216,0,0,0.076283660000000,51.412559999999999,15,9,6,8,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"16",./0.png
59,BR7 6LQ,ONS,544434,170486,0,0,0.075588880000000,51.414999999999999,111,72,39,21,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"121",./2.png
62,BR7 6LT,ONS,544464,170897,0,0,0.076187320000000,51.418689999999998,84,43,41,21,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"92",./3.png
64,BR7 6LX,ONS,544473,170999,0,0,0.076358200000000,51.419600000000003,54,25,29,38,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"59",./4.png
66,BR7 6LZ,ONS,544527,170756,0,0,0.077035270000000,51.417400000000001,22,12,10,13,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"24",./0.png
68,BR7 6NB,ONS,544463,170943,0,0,0.076191680000000,51.419100000000000,28,12,16,23,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"31",./0.png
72,BR7 6NL,ONS,544417,170727,0,0,0.075442680000000,51.417169999999999,46,27,19,24,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"50",./1.png
73,BR7 6NN,ONS,544432,170172,0,0,0.075432340000000,51.412179999999999,8,2,6,2,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"9",./0.png
75,BR7 6NR,ONS,544428,170106,0,0,0.075348000000000,51.411589999999997,28,13,15,15,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"31",./0.png
78,BR7 6NW,ONS,544503,170109,0,0,0.076426890000000,51.411589999999997,14,7,7,6,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"15",./0.png
107,BR7 6RS,ONS,544402,170581,0,0,0.075167700000000,51.415860000000002,29,15,14,15,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"32",./1.png
108,BR7 6RT,ONS,544480,170596,0,0,0.076294690000000,51.415979999999998,20,11,9,9,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"22",./0.png
109,BR7 6RU,ONS,544399,170947,0,0,0.075273550000000,51.419150000000002,35,14,21,11,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"38",./1.png
110,BR7 6RX,ONS,544408,170862,0,0,0.075368290000000,51.418379999999999,6,3,3,2,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"7",./0.png
114,BR7 6SN,ONS,544523,170107,0,0,0.076713460000000,51.411569999999998,11,6,5,7,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"12",./0.png
116,BR7 6TN,ONS,544431,170073,0,0,0.075377680000000,51.411290000000001,4,3,1,1,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"4",./0.png
10433,BR7 5PH,ONS,544132,169960,0,0,0.071035510000000,51.410350000000001,55,24,31,17,E01000696,Bromley 007E,E00003374,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-2.972507109000000,2.000000000000000,,,,"60",./4.png
10438,BR7 5PQ,ONS,544263,169997,0,0,0.072932830000000,51.410649999999997,20,10,10,7,E01000696,Bromley 007E,E00003374,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-2.972507109000000,2.000000000000000,,,,"22",./0.png
10487,BR7 6AA,ONS,544161,170748,0,0,0.071772320000000,51.417420000000000,63,29,34,22,E01000692,Bromley 002D,E00003364,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-1.517639791000000,3.000000000000000,,,,"69",./4.png
10488,BR7 6AB,ONS,544261,170768,0,0,0.073217530000000,51.417580000000001,9,5,4,4,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"10",./0.png
10489,BR7 6AD,ONS,544154,170896,0,0,0.071731860000000,51.418750000000003,54,28,26,24,E01000692,Bromley 002D,E00003364,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-1.517639791000000,3.000000000000000,,,,"59",./4.png
10490,BR7 6AE,ONS,544272,170694,0,0,0.073345510000000,51.416910000000001,33,15,18,13,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"36",./1.png
10491,BR7 6AF,ONS,544324,170722,0,0,0.074104170000000,51.417149999999999,64,34,30,22,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"70",./4.png
10515,BR7 6BS,ONS,544293,171307,0,0,0.073896630000000,51.422409999999999,103,44,59,40,E01000692,Bromley 002D,E00003351,"5",Urbanites,5a,Urban Professionals and Families,5a1,White Professionals,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.543306943000000,2.000000000000000,,,,"113",./3.png
10516,BR7 6BT,ONS,544246,171288,0,0,0.073213410000000,51.422260000000001,70,35,35,26,E01000692,Bromley 002D,E00003336,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.725725678000000,2.000000000000000,,,,"77",./4.png
10517,BR7 6BU,ONS,544135,171052,0,0,0.071522190000000,51.420160000000003,119,64,55,41,E01000692,Bromley 002D,E00003336,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.725725678000000,2.000000000000000,,,,"130",./2.png
10519,BR7 6BX,ONS,544155,171107,0,0,0.071831970000000,51.420650000000002,84,42,42,29,E01000692,Bromley 002D,E00003336,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.725725678000000,2.000000000000000,,,,"92",./3.png
10520,BR7 6BY,ONS,544122,171236,0,0,0.071410120000000,51.421819999999997,128,71,57,42,E01000692,Bromley 002D,E00003351,"5",Urbanites,5a,Urban Professionals and Families,5a1,White Professionals,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.543306943000000,2.000000000000000,,,,"140",./2.png
10521,BR7 6BZ,ONS,544161,171226,0,0,0.071966570000000,51.421720000000001,117,60,57,42,E01000692,Bromley 002D,E00003336,"5",Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families,,"8","26640",9,,,-1.975443803000000,2.000000000000000,-2.725725678000000,2.000000000000000,,,,"128",./2.png
10620,BR7 6RY,ONS,544326,170991,0,0,0.074242350000000,51.419570000000000,20,12,8,8,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"22",./0.png
10621,BR7 6RZ,ONS,544303,170878,0,0,0.073865840000000,51.418559999999999,39,21,18,12,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"43",./1.png
6,BR5 2SY,ONS,546056,169829,0,0,0.098626330000000,51.408679999999997,85,48,37,27,E01000736,Bromley 010C,E00003577,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"27","9408",3,,,1.037595340000000,4.000000000000000,0.449712719000000,3.000000000000000,,,,"93",./3.png
17,BR5 3DU,ONS,546372,170195,0,0,0.103317500000000,51.411890000000000,66,32,34,21,E01000735,Bromley 014C,E00003548,"4",Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families,,"32","7132",3,,,1.977078216000000,4.000000000000000,1.527828219000000,4.000000000000000,,,,"72",./4.png
19,BR5 3DX,ONS,546410,170349,0,0,0.103927000000000,51.413260000000001,93,48,45,36,E01000735,Bromley 014C,E00003572,"8",Hard-Pressed Living,8d,Migration and Churn,"8d2",Hard-Pressed Ethnic Mix,,"32","7132",3,,,1.977078216000000,4.000000000000000,2.448008862000000,4.000000000000000,,,,"102",./3.png
45,BR7 6HA,ONS,545560,170864,0,0,0.091924420000000,51.418109999999999,27,16,11,9,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"30",./0.png
46,BR7 6HD,ONS,545823,170867,0,0,0.095705160000000,51.418070000000000,32,14,18,11,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"35",./1.png
47,BR7 6HF,ONS,545403,170852,0,0,0.089663280000000,51.418039999999998,21,12,9,7,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"23",./0.png
48,BR7 6HH,ONS,545394,170742,0,0,0.089488860000000,51.417059999999999,34,14,20,14,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"37",./1.png
58,BR7 6LN,ONS,545649,170549,0,0,0.093074110000000,51.415260000000004,2,1,1,1,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"2",./0.png
61,BR7 6LS,ONS,545881,170150,0,0,0.096243900000000,51.411610000000003,14,7,7,4,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"15",./0.png
63,BR7 6LW,ONS,545439,169807,0,0,0.089752350000000,51.408639999999998,6,4,2,2,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"7",./0.png
89,BR7 6PL,ONS,545204,170516,0,0,0.086665980000000,51.415070000000000,34,17,17,15,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"37",./1.png
90,BR7 6PN,ONS,545250,170513,0,0,0.087325760000000,51.415039999999998,11,7,4,8,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"12",./0.png
91,BR7 6PP,ONS,545305,170469,0,0,0.088098090000000,51.414630000000002,35,17,18,12,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"38",./1.png
93,BR7 6PR,ONS,545347,170473,0,0,0.088703260000000,51.414650000000002,3,2,1,1,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"3",./0.png
94,BR7 6PS,ONS,545247,170559,0,0,0.087301480000000,51.415450000000000,39,17,22,23,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"43",./1.png
95,BR7 6PT,ONS,545379,170608,0,0,0.089218400000000,51.415860000000002,88,52,36,45,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"96",./3.png
97,BR7 6PW,ONS,545335,170513,0,0,0.088547200000000,51.415010000000002,6,3,3,3,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"7",./0.png
98,BR7 6PX,ONS,545402,170524,0,0,0.089514490000000,51.415100000000002,12,6,6,6,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"13",./0.png
99,BR7 6PY,ONS,545417,170548,0,0,0.089739880000000,51.415309999999998,2,2,0,2,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"2",./0.png
100,BR7 6PZ,ONS,545426,170595,0,0,0.089888470000000,51.415730000000003,12,6,6,5,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"13",./0.png
113,BR7 6SH,ONS,545306,170629,0,0,0.088177980000000,51.416060000000002,20,8,12,9,E01000693,Bromley 010A,E00003353,"4",Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-0.627463617000000,3.000000000000000,,,,"22",./0.png
40,BR7 5PY,ONS,544612,169787,0,0,0.077861910000000,51.408679999999997,92,60,32,18,E01000693,Bromley 010A,E00003330,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.291038161000000,2.000000000000000,,,,"101",./3.png
42,BR7 6BE,ONS,544698,170421,0,0,0.079356040000000,51.414349999999999,21,10,11,9,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"23",./0.png
43,BR7 6BF,ONS,544778,170143,0,0,0.080392200000000,51.411830000000002,26,11,15,10,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"28",./0.png
44,BR7 6GL,ONS,544873,171365,0,0,0.082256240000000,51.422789999999999,5,2,3,3,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"5",./0.png
56,BR7 6LG,ONS,544718,170536,0,0,0.079690340000000,51.415379999999999,45,23,22,18,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"49",./1.png
57,BR7 6LL,ONS,544640,170334,0,0,0.078487130000000,51.413580000000003,10,7,3,2,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"11",./0.png
60,BR7 6LR,ONS,544956,170418,0,0,0.083062200000000,51.414259999999999,59,52,7,0,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"65",./4.png
65,BR7 6LY,ONS,544556,171075,0,0,0.077582000000000,51.420259999999999,61,28,33,24,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"67",./4.png
67,BR7 6NA,ONS,544564,170903,0,0,0.077626880000000,51.418720000000000,16,9,7,12,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"18",./0.png
69,BR7 6ND,ONS,544583,170525,0,0,0.077745890000000,51.415309999999998,48,25,23,18,E01000696,Bromley 007E,E00003367,"6",Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers,,"7","27789",9,,,-4.344882655000000,1.000000000000000,-3.764996758000000,1.000000000000000,,,,"53",./1.png
70,BR7 6NE,ONS,544554,170992,0,0,0.077519430000000,51.419519999999999,23,13,10,12,E01000689,Bromley 002A,E00003363,"5",Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.511210808000000,2.000000000000000,,,,"25",./0.png
71,BR7 6NF,ONS,544557,170830,0,0,0.077496540000000,51.418059999999997,28,13,15,19,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"31",./0.png
74,BR7 6NP,ONS,544645,170634,0,0,0.078681270000000,51.416280000000000,19,9,10,5,E01000689,Bromley 002A,E00003338,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"27","9455",3,,,-0.706885108000000,3.000000000000000,-2.247809171000000,2.000000000000000,,,,"21",./0.png
76,BR7 6NT,ONS,544634,170194,0,0,0.078343860000000,51.412329999999997,19,15,4,16,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"21",./0.png
77,BR7 6NU,ONS,544567,170117,0,0,0.077349760000000,51.411650000000002,9,3,6,4,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"10",./0.png
79,BR7 6NX,ONS,544681,170214,0,0,0.079027360000000,51.412489999999998,23,14,9,10,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"25",./0.png
80,BR7 6NY,ONS,544748,170233,0,0,0.079997840000000,51.412649999999999,4,3,1,2,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"4",./0.png
81,BR7 6NZ,ONS,544581,170069,0,0,0.077531370000000,51.411220000000000,9,4,5,5,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"10",./0.png
82,BR7 6PA,ONS,544800,170339,0,0,0.080788290000000,51.413589999999999,109,72,37,10,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"119",./2.png
83,BR7 6PD,ONS,544745,170181,0,0,0.079933530000000,51.412179999999999,6,3,3,4,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"7",./0.png
84,BR7 6PE,ONS,544903,170097,0,0,0.082169540000000,51.411380000000001,99,69,30,23,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"108",./3.png
85,BR7 6PF,ONS,544921,169976,0,0,0.082378770000000,51.410290000000003,55,27,28,20,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"60",./4.png
86,BR7 6PG,ONS,544771,169914,0,0,0.080198210000000,51.409770000000002,11,6,5,5,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"12",./0.png
87,BR7 6PH,ONS,544792,170102,0,0,0.080576640000000,51.411459999999998,12,6,6,5,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"13",./0.png
88,BR7 6PJ,ONS,544862,169918,0,0,0.081507360000000,51.409790000000001,70,35,35,27,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"77",./4.png
92,BR7 6PQ,ONS,544863,169830,0,0,0.081485820000000,51.408999999999999,6,4,2,5,E01000693,Bromley 010A,E00003339,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-3.341964397000000,1.000000000000000,,,,"7",./0.png
96,BR7 6PU,ONS,544845,170417,0,0,0.081466760000000,51.414279999999998,20,10,10,5,E01000693,Bromley 010A,E00003369,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.192555570000000,2.000000000000000,,,,"22",./0.png
101,BR7 6QA,ONS,544673,169891,0,0,0.078780750000000,51.409590000000001,31,14,17,10,E01000693,Bromley 010A,E00003330,"5",Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement,,"13","20571",7,,,-2.516952970000000,2.000000000000000,-2.291038161000000,2.000000000000000,,,,"34",./1.png
